;Comment
12897;Единственным адекватным ответом будет отстранение замглавы!!
12898;Официальный ответ.... Они царь а вы холопы крепостные.
12899;Оставлю коммент для проверки, что ни хера тебе не ответят, а ты утрешься :)
12900;В загнивающей еуропе полковник в отставке уже был бы. А у нас он молодой и перспективный руководитель, дадим ему шанс дослужиться до генерала. Ведь генерал это не звание, генерал - это счастье! А людей нельзя лишать счастья!
12901;Как дети...
12902;Рому надо выручать!!! Ждём-с ответа!!!
12903;Ответят что он уволился две недели назад, или дорога была не дорога, а так.
12904;Ответ о увольнении зам главы гибдд
12905;"Эмм, уволить глупого гаишника за не знание высшего руководства?

Кажется так обычно поступают вышестоящие?

Или я не прав?"
12906;"Им официально похуй. Выписал протокол на блатных в форме - увольнение и проблемы, не выписал протокол за нарушение, значит нарушил правила грубо, тоже крайний инспектор.
С другой стороны хорошо что щас такие истории легко вспылавают с интернетами. У некоторых от такого бомбит, что вроде сидел се спокойно, поливал холопов фекалиями и бац - герой всех новостей. особенно чинуши любят вляпаться в истории со своими охуительными мыслеформами."
12907;Так же пусть МВД ответит зачем их подченёные увлекаются религией
12908;Пздс ты заплюсовал джекпотом)))
12909;Меня одно смущает, как эта история долшла до общественности? Вопрос!
12910;Я каждый месяц оплачиваю 15 к налогов как и все налогоплательщики в целом и обеспечиваем этого зама главы зарплатой. За что наказывают человека выполняющего свою работу? Тем более что машина была без служебного цветографического оформления. Предлагаю уволить зазнавшегося зама главы либо отправить в пеший патруль в метро.
12911;Можно подумать что МВД не СРАЛИ на пикабу и ваши претензии, пффф.
12912;смешно
12913;Создайте петицию, я подпишу!
12914;"Не просто в топ поднять - надо запрос в минюст отправить, что там с Коляном? Это не сарказм, не ирония - просто если есть официальные запросы по гаишнику  и по нарушителю - все прозрачней и проще будет.
Возможен вариант - остановил - штраф выписал - через пару дней набухался\трахнул кого-то, а мы за него топим."
12915;Вариант наказания: Федорука и его водителя Роме в подчинение на пару лет
12916;Фейк в топ?)))))
12917;А мог бы оплатить штраф и остаться уважаемым
12918;если его уволили, то я бы на его месте в суд подал бы за необоснованное увольнение
12919;Да уволят теперь Романа и всего делов то. Или вы думаете Романа оставят гаишничать а замглаву натянут??
12920;О, новенький. Добро пожаловать в Россию!
12921;Товарищи ставим плюсики! Покажем им где раки зимуют!
12922;Да, хотим узнать, виновного четвертуют или под лёд опустят?
12923;"Ну как там с официальным ответом?:)
Или же #comment_159684224 был абсолютно прав?))"
12924;ага, дождешься от них...
12925;Холоп боярина обидел)))
12926;Ну да, будет здорово если назначат штраф тысяч 20 и посадят на руководящую должность. Или это только с министрами работает?))
12927;Пора уже признать пикабу публикации как официальное подтверждение недовольства
12928;"Какой ответ?
то что полковник сидел на пассажирском сиденье и уон ниучом ни виуноват?"
12929;На хрена? Пусть сами своё говно жрут 😄
12930;Еще неплохо было бы, чтобы этот зам попал в тренд. Тренд смены кадров
12931;даже не поленился вспомнил пароль и залогинился =)
12932;Да, да. Очень хочется версию тов. Федорука послушать.
12933;Казнить нельзя помиловать
12934;"Полковник торопился в церковь на Крещение.

Тут всё саккумулировано. Какой, бля, ответ можно поиметь?"
12935;"ответ:
""пиздуйте строем писать обьяснительную"""
12936;Извените что под топом,но таким сукам не место в управляющих органах.назуй его
12937;Все мусора пидарасы
12938;"Официальный хуй тебе на лицо будет.
это эРФия, тут столетиями холопов ебут бояре. А они, как скотина последняя, за тыщу лет научились в интернете пердеть в лужу."
12939;"Каждый сотрудник должен знать руководство в лицо, ФИО, и не важно видел его, знаешь его, бухал ты с ним, не важно, объяснительную он правильно пишет......
Но,!?!!!...что будет с замом?покарает ли его же ведомство? вот где вопрос,......"
12940;"А номера ""Тойоты"", которую он остановил – закреплены за ГУ МВД по Москве.

Блатные номера, которые нельзя останавливать.
Мдя, названия меняются, а менты и понты нет."
12941;премию надо ему выдать, а не наказывать
12942;Вероятно, номера те были простыми гражданскими, а не ведомственными синими... Синие бы он не остановил, инфа 146%
12943;Синие сейчас вроде только на тачка с мигалками и в ливрее. Ну крч тех, которые именно мвдшные, а не разъездных
12944;"Раньше (а может и сейчас) ""гражданские номера"", начинающиеся на определенные числа, были закреплены за МВД, прокуратурой и др. органам власти. Постовые знали их наизусть и никогда не останавливали."
12945;Что то новость с гнильцой. Все СМИ только друг на лружку ссылаются
12946;На фоне всех перестановок в ведомствах, запросто может случиться, что Федорок этот останется без погон) надо в топ отправлять.
12947;"Хрен там! 100%, что уволят Романа Черных! Не сразу, может через месяц. А Федорук максимум получит порицание и ""айя-яй"" от начальства! Он прекрасно знает, что ему ничего не грозит, поэтому и беспределит!"
12948;"100%, что уволят Романа Черных! Не сразу, может через месяц.
Чушь не пиши пожалуйста, его уволили еще в декабре прошлого года, он просто по своей воле нашел форму и жезл. Теперь его еще стоит наказать за то, что он выдавал себя за сотрудника полиции. Я считаю расстрел будет вполне справедливым наказанием."
12949;И палка раз в год стреляет) ну а в целом я с Вами согласен.
12950;Или наоборот, следующий глава МВД...
12951;Может то может, только прикол в том, что его просто переведут на другое теплое место.
12952;И после этого они ноют в СМИ что народ почему-то не любит служивых.. Лучше бы по японской системе работали: начальник прокосячился - публично извинился и понес наказание или самовыпилился чтоб не жить с осознанием своих грехов
12953;Так самовыпил у нас под запретом.
12954;Посодют?
12955;Ты этих хуил бородатых больше слушай, они тебе ещё не такого насоветуют.
12956;Чё это?
12957;Какая на хуй объяснительная? Или я пропустил принятие закона, что государевым людям можно в церковку кататься по встречке?
12958;"Рядовые совсем начальство зачмурили. Как сказал один из персонажей фильма ''Кин-дза-дза' ;Поцаки чатланам на голову сели."
12959;Меня вот интересует, почему про московского гаишника пишет Вечерняя Казань?
12960;Так он даже не оштрафовал нарушителя! Какая объяснительная? Уволить нафиг!
12961;Заебись... Не правовое государство, а театр блядского абсурда. Позор.
12962;Актуально для всей планеты. Надо на Марсе новую цивилизацию с нуля строить, под управлением Скайнета.
12963;"Нужны какие-то внятные пруфы. Фото с места событий, видеозапись, интервью того полицейского.
Пока что источником новости является информационно-развлекательное приложение ""BAZA"", где можно постить что-то типа ""новостей""."
12964;я хуею, закон легавым тварям не писан что ли? Охуевшее рыло
12965;И не говори. Совсем оборзели, останавливают всех подряд, начальство в лицо не знают.
12966;"Вопрос с наказанием для него ещё пока не решён.
- Владимир Иванович, ну вот ты, как начальник ГИБДД по ЮВАО, что ты конкретно предлагаешь по инспектору Черных?
- Теперь по Черных!.. Что по Черных?
- Объявить благодарность.. (*подсказывают шёпотом начальники ГИБДД других округов)
- Черных? За что?
- За рыцарское отношение к высшему руководству. (*продолжают смеясь подсказывать начальники ГИБДД других округов)
- Владимир Иванович, давай побыстрее, не задерживай собрание!
- Черных.. Благодарность объявить, что ли?..
- Товарищи, так мы до утра не кончим! А я не обязан после работы вкалывать!

А может ему не выговор, а премию какую-нибудь выпишут. Или отпуск дополнительный, нервишки подлечить."
12967;Пруфы странные, гон похоже.
12968;"100% пиздеж. Один пруф вообще из Казани, другой - фейл.ру.

Смутно знакомое лицо? Да обычный рядовой ГАИшник в Москве просто знать не знает, кто там замглавы ГУ МВД, да и камри на обычных номерах - в Москве их на дорогах тысячи, ничего удивительного. Так что тут он либо АМР97 остановил, которые с мигалками (сам дурачок), либо история пиздеж."
12969;Да, зашкварился Рома...Пора портреты ответственных и руководящих лиц развешивать в отделениях, на фоне машин ихних, чтоб таких фейлов не случалось более.
12970;В тире.
12971;Все животные равны. Но некоторые более равны, чем другие
12972;Ебал я этого федорука и мать его. Слуга народа ебаный. Он народу сосать должен, и на коленях перед ним ползать. Вор ссаный.
12973;Это такая же достоверная новость от Базы как и про умершего таксиста, которого не было?
12974;"Мне одному показалось, что автор новости что-то недоговаривает и для нашего более эмоционального восприятия сильно приукрашена? А ведь вполне возможно, что от нас умышленно скрыли некоторые ""нюансы"". Как же легко манипулировать нашим мнением..."
12975;Это ты так завуалировал новость фейк придуманная, пруфов нет! ?
12976;"Даже если действия Романа сочтут правомерными-о дальнейшей карьере тли просто службе можно забыть.
Система такого не прощает..."
12977;Это тоже та ещё пидорасина. Или пидораска? Как правильно?
12978;Все так защищают Рому. А ведь он тормозил тачку, не зная, что там сидит Лицо. А если бы знал? Тормознул бы?
12979;Конечно нет. Вот за это и накажут
12980;"Президент Парагвая совсем недавно был оштрафован в своей стране за то, что проехал на красный свет. А король Швеции – за неправильную парковку.
Российский полковник, конечно, покруче будет..."
12981;Губернатор Курска был оштрафован в Белгороде камерой видеофиксации, был официальный визит. Просто не успели все белые списки прописать, да и сейчас там сложно с этим. Проще заплатить штраф, чем договариваться. Автоматизация имеет свои плюсы, тут не договоришься как с инспектором, и авторитет роботам пофигу, зафиксирировал и пошло дело автоматически.
12982;"""номера закреплены за ГУ МВД"". Автоматически. Та-дам"
12983;Просто у нас в стране до сих пор средневековье, есть холопы, а есть бояре! Зато скрепы есть блэд!
12984;Каким наказанием? За что? За то, что пса зажравшегося приструнил? Совсем уже попутали.
12985;Почему такой рейтинг?
12986;"К сожалению, независимо от строя государства, были есть и будут сословия. Чем выше, тем больше человек может позволить.
Всегда были есть и будут непонимающие этого, которые требуют справедливости (равенства или все же наказания?).
Навряд ли это изменится в обозримом будущем."
12987;Блять, это не сословие. У сословия права и обязанности прописаны официально в законе.
12988;Ну так эта, негоже холопу на барина пасть разевать. Феодальные отношенич
12989;Знаете, а похер. И поделом. Пусть все охраняющие режим увидят, как он к ним относится.
12990;Простого гаишника уволят, а этого пожурят
12991;"Полицейский нарушил ПДД, потому что ""торопился в церковь на Крещение"".
Так понимаю, штраф будет в виде пожертвования."
12992;С хуяли наказание? Чел делал свою работу.
12993;Наказание - премия в размере двойного оклада и путёвка на море)
12994;А народ требует дать объяснительную от Федорука
12995;а при чем тут вечерняя Казань?
12996;"Так в ""Вечерней Москве"" все колонки забиты новостями о том, где сегодня побывал Сергей Семёнович, что открыл, что сказал, сколько раз и о чём подумал, каким воздухом подышал и понравилось ли, а также невероятно интересными историями о том, как москвичи от мала до велика приветствуют и радуются любому его телодвижению.

На Романа Черных попросту места не хватило! Вот и отдуваются регионы за столицу.

Это ещё единичная новость проскочила, а скоро, говорят, грузовиками будут московские новости в регионы вывозить. Пригодные к повторной публикации в местные ""Вечерние"" что-то тамы отправят, остальные на полигонах будут закапывать или на новостесжигательных заводах в экологически чистую сажу переработают."
12997;« чистую сажу», видели мы их чистую сажу! Всёп одмосковье в дыму. Там одной плесени 50%, а остальное, по большому счёту, липовый мёд.
12998;Татары спать не могут пока в мире несправедливость творится. Мусульмане, набожные люди
12999;Особенно когда в крещение несправедливость происходит)
13000;Ахах, у нас прям мусульманский город, это как про Россию говорить и думать о балалайке с водкой))
13001;"Да на этом пиздец не заканчивается! Они ссылаются на твит в помойке типо вкшных ""Подслушано"""
13002;Так и думал, что если пролистать особо праведно возмущённые комментарии, то найдутся заминусованные люди, которые удивились вбросу Вечерней Казани и попытались раскопать источник этой псевдо-новости.
13003;ТипА.
13004;а хули . грехом больше - грехом меньше . Спрос один
13005;С каких пор Baza стала аналогом Подслушано?) Зачем говорить, если не знаешь?
13006;"Может немного не в тему ,но меня на трассе ,как то ударил уазик буханка в правое крыло, да так шибанул что я ушел в кювет прямо в, лес хорошо хоть в тонкие осины , но суть в том что когда приехал наряд дпс, главный из них почти не глядя апеллировал что вы автоподставшики обуваете страховую компанию и вообще редиски я вас оформлять не буду!
Меня этот театр абсурта просто вот настолько выбесил что вот слова не мог вымолвить подошел к их машине -там номер горячей линии написан и начинаю набирать, ну, а далее диалог д -дэпс я-я
д: ну чего заказчикам звоните? ( я брал машину в аренду и все форс мажоры ложились на меня)
д: не поможет!
я: нет, вот у вас на борту номерок интересный, сейчас областные приедут , посмотрят у них даже фонарик не на телефоне , а штатный
д: погоди-погоди у нас ведь тоже штатный есть, я ведь протокол уже начал оформлять вот видишь ( отрывает от общей пачки протокол и начинает писать) все повреждения мы ведь запишем и так,в общем нечего звонить не переживай мол это я Вас ""на понт "" брал , а то развелось тут мошенников!
В общем записал даже больше чем было повреждений приплюсовал пороги хотя визуально они даже не повредились возможно нижняя их часть поцарапалась но в сугробе не понятно, и вписал скрытые повреждения передней части Т.С..
Самый прикол (может совпадение) что страховая выплатила все в течении 2х недель даже без экспертизы, тупо все пофоткали и все.
Ну и,как, вишенка мне потом хозяин таксопарка эту машину после ремонта сдавал в аренду за 50% +1 рубль от нормальной цены на 15 смен мол типа оператору на ЗП , а мне мол со страховой неплохо прилетело!
А вывод что не начни я тогда звонить на горячую линию мог бы еще и по уголовной линии пойти и доказывать что мы с тем ""уазиководом"" не ослы, хотя тот вообще растерялся и вообще побелел так что я еще его и успокаивал хотя парень и молодой был, но думал что без скорой не обойдется, он как услышал что ему дэпс выдал побледнел так что носогубка посинела!
Ну и в заключение, как говорил один гениальный , народный персонаж ""вся сила в правде!"" ну и от меня, не сцать, хоть и вот прям при виде дпсников ноги непроизвольно трясутся.
PS"" ничертассе я портянку накатал можно было и пост сварганить."
13007;"В общем записал даже больше чем было повреждений приплюсовал пороги хотя визуально они даже не повредились возможно нижняя их часть поцарапалась но в сугробе не понятно, и вписал скрытые повреждения передней части Т.С..
Ну и ДПС был же прав!
Главный из них почти не глядя апеллировал что вы автоподставшики обуваете страховую компанию и вообще редиски я вас оформлять не буду!
Я бы понял если бы вы лишнего от страховой компании не взяли и вывели всё копейка в копейку. Но ведь взяли же, вам хорошо по деньгам перепало."
13008;"Тоже мне верующий. Так и вижу картину - апостол Петр, врата, и лицо такого персонажа лезущее без очереди с фразой ""я только спросить"" )"
13009;Петр, ты кого остановил, блять? Ты меня не узнаешь? Ты знаешь кто я?
13010;Ничего, очень скоро вы ко всему этому привыкните, поскольку кроме этого вам ничего больше не останется после принятия новой конституции. Да здравствует Царь и его бояре.
13011;А вот с этого места по-подробнее.
13012;Госсовет в новой поправке приобретёт конституционный статус. Он будет определять основный направления внутренней и внешней политики. А главой Госсовета станет сами знаете кто. То есть царствование будет продолжаться, но уже на законном уровне.
13013;Я так понимаю что в 90-е вы еще не жили?
13014;Так разве ж это жизнь...
13015;Зам главы ГУВД в отставку за дискредитацию органов !!!
13016;"-Ты знаешь кто я!?
- Да! Без погон никто!!!"
13017;С таких как он и надо в первую очередь начинать замену, мало ли кто он да по барабану, остальные уже не люди выходит.
13018;"В эту самую минуту в ЮВАО происходит адская жара

Инспектор ДПС 3 роты ОБ ДПС ГИБДД УВД по ЮВАО, незаконно стоящий в усилении, остановил Федорука (зам начальника полиции Москвы по охране общественного порядка), не узнал его и начал че-то там е..ать голову.

Оскорбленный Федорук в ответ на это направил в батальон 200 проверяющих.

Лейтмотив такой, что начальника ОГИБДД округа Сластенко хотят снять с должности, а начальнику УВД по ЮВАО генералу Карпову обьявить неполняк

via https://vk.com/ombudsment  (спыжжэно на ЯПе)"
13019;"""Вопрос с наказанием для него ещё пока не решён.""
Всмысле, блять. Какое наказание?"
13020;С ума сойти! И что он должен написать в объяснительной? Остановил нарушителя? От того, что он его начальник, нарушителем он быть не перестал!
13021;"Конечно...НАЧАЛЬСТВО НАДО ЗНАТЬ В ЛИЦО....как говорилось в одном известном фильме....(Георгий Вицин) играл там.

Пы. Сы. - стыдно за МВД. Стыдно. А водителя лишить прав управления на 4 месяца, и перевести на работу в гараж, на это время. (без понижения в зарплате) - для ""ума"", что бы понимал поездки по работе и по личным делам. И осаждал (пыл) начальства...тем самым можно сказать - оберегал от лишних и не нужных скандалов.

Водила и виноват во всём. Это я говорю, как  бывший ""членовоз"" в МВД. Да, НАЧАЛЬСТВУ это не нравиться...НО потом, ОНО тебе благодарно! Поскольку какие бы должности они не занимали - просто ЛЮДИ....и часто сильно уставшие."
13022;А чего, у нас ПДД на полковников не распространяются? Или звёзды на погонах спасают от встречки?
13023;ичО?
13024;Снять зам главы, главу, и главного по мск, Путин - помоги! На тебя вся надежда! Коррупция! Нет произволу чиновников! Полиция для всех! Спасём рядового полицая!
13025;Инспектор - мужик, начальник - мусор.
13026;В защиту таких надо петиции писать, а этих странных говноначальников наказывать принудительными работами на потеху публике, т.к. рубль на них не подействует.
13027;За что наказывать то!?
13028;"Тадада та та та! Тудудуту ту ду ту!! Скажите дети кто он? Кто?!
- П#дор в кожаном пальто!"
13029;сука, лютая хуйня без тега негатив, мало того  - даже проставить тег не дают. ебучее хомячье
13030;Да как обычно ни хрена ему не будет, а этого Рому во все щели поимеют. Скоро уже перед выходом на пост инспектор будет учить кого можно останавливать и на каких машинах они катаются! Только список этот уж слишком большой будет
13031;"Тут опечатка, видимо. Хотели сказать ""вопрос о награждении ещё не решен..."""
13032;На конюшне его выпороть, да и дело с концом!
13033;Почему в России законы для бедных?
13034;Ишь какой барин нашелся, пора уже наведоваться к этим баринам лично и подавать челобитную... их чело бить об колено)
13035;Похоже скоро будет новый зам у главы полиции по городу Москве.
13036;"@editors, тег негатив, скандал, криминал, коррупция, хоть что-то. как я избавиться от этого в ленте?
@Prostoilogin, ставь тег негатив на такое"
13037;А что инспектор нарушил? Он в объяснительной то что должен написать? Глубокие извинения?
13038;"Как так, замглавы полиции Москвы и на такой ""нищей"" машине."
13039;Того подонка что ездит по встречке.. надеюсь эту мразь на авто уже уволили..
13040;... И палку в жопу запихнули
13041;Л-ле! Холоп барина не признал! Запороть на конюшне!
13042;божечки какие принципиальные, когда сопливые навальнисты перекрыли центр москвы и садовое  обосрав день миллионам людей, то все верещали ой какие молодцы.
13043;За Рому!!!!!!!
13044;Молодец Роман, так и надо, перед законом все должны быть равны. А федоруку позор!
13045;"- Ты знаешь кто я?
- Неужели Боженька спешит в церкву навстречу к детям своим!?"
13046;так ему и надо.хорошо что уволили.надеюсь теперь вообще никуда не примут.жена бросит. квартиру отсудит .и умрёт он бомжём жалким.
13047;Как говорил Юра Клинских «Чтобы работать в милиции нужно быть плохим человеком. Но там есть и хорошие парни. Им там не место»
13048;Перед законом все равны !!!
13049;Парапара па. Всё.
13050;Интересно в чем суть объяснительной, увидел нарушителя-присек! Все правильно сделал
13051;Наглый мусор. Но видать не очень главный, раз на Камри.
13052;Это Николая Федорука нужно отстранить! А гаишник выполнял свою работу! СМЕШНО, какое лицемерие! ехать в церковь, быть верующим, принимать крещение и тут же грешить ))!!??
13053;Пидарасы....
13054;Ты знаешь кто я? Я зажравшиеся сволочь.
13055;Надеюсь что-нибудь да примут.
13056;Рашка сэр
13057;"Сомневаюсь, что этот Федорчук соблюдает заповеди и он особо религиозен.
Нахера ему ехать на Крещение.
Или это просто ""дань моде"", поехать, потусить с корешами."
13058;"Было бы у нас правовое государство полковника бы как минимум выгнали. а так... затравят честного инспектора, коих и так почти не осталось. Уйдет он, а полковник будет с улыбкой на лице, ну ему же можно, будет и дальше гонять по встречке.
В итоге это обернется смертельным дтп, он снимет номера и убежит, или сделает виновным того, кто ехал по правилам... И он все это будет делать именно из-за низкого уровня саморазвития, и потому , что ему можно. Наказания нет, а при таком низком уровне говорить о чести, совести и достоинстве не приходится, ибо нету у быдла таких понятий в голове."
13059;"Интересно, что оборотни по части его ""вины"" напишут"
13060;А что, нехрен на бомжовых тачках ездить! Ехал бы мерседес, да с синими номерами, сотрудник бы задумался на кого палку поднял.
13061;Особенно радует, наказание пока что не назначено. Что за пипец?
13062;Крысиная возня
13063;"Когда меня гаишники останавливают, я тоже делаю недовольное лицо и изрыгаю:  - Ты что щегол, не узнаешь меня, сука !
И меня сразу отпускают )))"
13064;Если нет мигающей то имеет право останавливать! Вообще бы арестовал водителя!
13065;Перед заказом все равны. Но некоторые ровнее
13066;Бояре ёбаные
13067;Ишь ты , барина остановить посмел!
13068;Чем лучше этот зам.главы МВД других людей?! Что он сделал такого хорошего для народа и страны, что ему это позволено?
13069;Надо так поднять в Топ, чтобы данная информация попала в СМИ желательно на первые каналы. А также чтобы сообщество требовало отстранения от должности с последующим наказанием в виде увольнения со службы.
13070;"Пидор. Ромыч, тёзка, я с тобой. Сразу вспоминается: ""Номерок блатной, три семерочки,
Едет, катит фраерок с ксивой с горочки."""
13071;Отстранить зама главы МВД Николая Федорука от занимаемой должности, как порочащего честь и достоинство сотрудника МВД! Сам ведь понимает, что не прав. Пользуясь своим служебным положением грубо нарушает пдд и при этом гнобит сотрудника, который выполнял свою работу. Не место таким людям на такой должности.
13072;Просто не могу себе вообразить, чтобы в гаишники пошел работать честный человек. Но ежели случилось чудо, то этому челу самое время понять куда он попал, послать всех начальников нахуй и уволиться. И устроится на нормальную (не позорную) работу.
13073;Николай Андреевич Федорук родился 11 апреля 1966 года в Тернопольской области Украинской ССР.
13074;Гаишник красавчик не побоялся выполнить свою работу
13075;Ну и дела
13076;Мне дед рассказывал про подобный случай в СССР, когда некий патруль дорожный остановил некоего важного чиновника то ли за превышение, то ли за ещё что (не помню). В общем реакция в итоге была такова: чиновник как и ожидалось начал возмущаться, требовать уволить и т.д. Рукодство сотрудника дпс кивали головой, обещали наказать и прочее, в общем не хотели связываться. А за тем, внутри своего ведомства то ли благодарность, то ли грамота, то ли ещё как выражали сотруднику уважение за бдительность и преданность своему делу.
13077;Какая страна такие и порядки, а этот пидар из камри, он ведь даже не поймет если даже ему прилетит сверху.
13078;Ну если замглавы, то надо устроить дозвон Главе и спрашивать - собирается ли он наказывать своего зама.
13079;В топ!
13080;Да пускай грызут друг-друга! Они это заслуживают!
13081;попал под растрельную короче он
13082;Очень скрепно получилось:чувства верующих + высокая должность = быдло с возможностями
13083;Как же бесят те, кому закон не писан... Гаец молодец, жаль только, что нормальные там не держаться, их гниды такие как этот начальник выживают...
13084;Пиздец какой-то. Такое чувство, что живём в плохой параллельной вселенной.
13085;"Ты как вообще посмел меня остановить! Я ехал на поклон к Богу милосердному! Ты знаешь кто я? Ты знаешь кто я, смерд?! Пшел, чернь, пшел!

=\"
13086;Чем в итоге закончилось?
13087;Где флешмоб сотрудников ГИБДД:  #Я РОМАН ЧЕРНЫХ ?
13088;"- Ты знаешь, кто я? Не узнаешь?
- Кто кто? Мудило ты, кто ж еще."
13089;Если брать по справедливости,раз конфликт раздут, то такого человека сразу нужно ставить начальником этого ведомства. Чтобы потом он гнал всех этих дебилов, которые сейчас хотят его ещё виновным сделать! Обидно, когда последних честных людей в органах и тех выгонят, просто за то, что делаешь свою работу. Что сказать,гниды просто...
13090;Достали эти бояре!
13091;"А тут наоборот
Они пытались, но что-то пошло не так."
13092;каким нахуй наказанием. Перед законом все ровны, но ктото ровнее?
13093;Хм, федук ещё в полиции? Что за фигня, если глава, то какая полиция тогда!
13094;Неужели в стране остались ещё честные полицейские?. Молодец, инспектор. Пост в топ!
13095;Таких награждать надо и премию дать, как пример для других. А то какие-то двойные стандарты. Нарушил- отвечай, даже свою ошибку признать не может. Закон так то для всех один.
